X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリー情報,駐輪場 PC版詳細情報,駐輪場 携帯電話版詳細情報,大分類,小分類,カテゴリ,アイコン番号,施設ID
135.533191,34.66398,鶴橋商店街,つるはししょうてんがい,鶴橋商店街（つるはししょうてんがい）,生野区鶴橋２丁目,生野区,,,鶴橋2丁目にある鶴橋本通商店街は、鶴橋本通商店会、鶴橋本通鶴商会、鶴橋本通鶴進会の３つからなる商店街で、近鉄鶴橋駅東口の近くにあり、鶴橋卸売市場（鮮魚、乾物、青果等）と接している。鶴橋本通り沿いに、グルメや衣料、小物などの店が数十件並び、市内のみならず市外からも多くの人が訪れ、賑わっている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95626
135.532236,34.660212,鶴橋地域に残る旧家の家並み,つるはしちいきにのこるきょうかのいえなみ,鶴橋地域に残る旧家の家並み（つるはしちいきにのこるきょうかのいえなみ）,生野区桃谷２丁目１０、１１、１５、１６、１７,生野区,,,桑津街道は、上町台地の細工谷を起点とし、東住吉区の桑津天神社に至る街道である。仁徳天皇が高津宮から、桑津に住む妃髪長媛（かみながひめ）のもとに通ったとされる。この街道は旧木野村（現在の桃谷2丁目周辺）の集落も通っており、この辺には旧家の家並みが残っている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95629
135.551725,34.639952,楠正長史跡公園,くすのきまさながしせきこうえん,楠正長史跡公園（くすのきまさながしせきこうえん）,生野区巽南４丁目２,生野区,,,巽南の地は、もと河内国渋川郡四条村といい、この一画はその氏神、天神社のあった所である。楠正長は、南北朝時代の武将、楠正成の孫にあたる人物であり、文中元年(1372年)春、隣村の正覚寺村に生まれた。応永19年(1412年)桑原寺の近くにあった天神社に隠棲し、その祭祀を掌ったとされる。楠正長旧跡記念碑のある一帯が天神社で「遠宮さん」と呼ばれていた。当時は、広大な森や池、小高い山もあったとされ、ここに正長が住居を構えていたといわれている。現在では、クスノキの大木と正長の記念碑が残るのみとなっている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95624
135.491252,34.719992,淀川河川敷（淀川区）,よどがわかせんじき（よどがわく）,淀川河川敷（淀川区）（よどがわかせんじき（よどがわく））,淀川区塚本１丁目～西中島１丁目,淀川区,,,淀川区内の淀川河川敷に、都市部における貴重なオープンスペースとして淀川河川公園の西中島地区と十三野草地区があり、西中島地区は、野球場や芝生広場が整備されており、休日は野球やバーベキュー利用で賑わっている。十三野草地区は交通アクセスがよく、イベント会場としても利用されており、花火大会やマラソン会場等の利用で賑わっている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95637
135.55187,34.658187,翠岩さん墓所と頌徳碑,すいがんさんぼしょとしょうとくひ,翠岩さん墓所と頌徳碑（すいがんさんぼしょとしょうとくひ）,生野区中川東２丁目７－２８,生野区,,,約300年前、旧中川村に生まれ地域の福祉増進などに私財を投じた住吉屋太郎右衛門の墓である。住吉屋太郎右衛門は、後に、剃髪し翠岩と号したが生来慈善心に富み、公共心が強く、近郷の橋11カ所の架設や道路修理、社寺への寄金、村民への施米資金の寄付等、多くの功績が残されている。当時、寄付された土地は現在も中川町財産区として管理運営されており、福祉や地域振興に恩恵を与え続けている。墓石の入り口には、翠岩さんが架けた石橋の一部が記念石として置かれ、遺徳が偲ばれている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95627
135.536356,34.651338,舎利尊勝寺,しゃりそんしょうじ,舎利尊勝寺（しゃりそんしょうじ）,生野区舎利寺１丁目２－３６,生野区,,,正しくは、南岳山舎利尊勝寺。現在の本尊は、聖観世音菩薩である。約1400年前、用明天皇のころ、生野長者と呼ばれる長者に言葉の不自由な子が生まれた。長者が、四天王寺伽藍を建立するために来ていた聖徳太子にすがると、太子はその子に向かい「わたしが前世に預けた3つの仏舎利を返しなさい」といった。すると3つの仏舎利を吐き出し、それからは普通に話せるようになった。太子はそのうち、ひとつを法隆寺に、ひとつを四天王寺に、残った1つを長者に渡し、長者がお堂を建てて、この仏舎利を奉ったのが、舎利寺の起源と言われている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95621
135.528996,34.6458,源ケ橋温泉,げんがはしおんせん,源ケ橋温泉（げんがはしおんせん）,生野区林寺１丁目５－３３,生野区,,,昭和10年（1935年）ごろ建てられ、平成10年（1998年）年10月に国の文化財（登録有形文化財）に指定された。平面は番台を挟んで男女別に区画され、浴槽部分は随時改修されているが、脱衣場及び浴室の構えは良く残っている。外観は、屋根は茶褐色の桟瓦を葺き、入浴（ニューヨークとかけた）自由の女神像がある。正面２階には彫像付きの洋風窓や丸窓を開く。市街地における木造の公衆浴場の好例で、広く利用されている。登録有形文化財の登録基準としては、「国土の歴史的景観に寄与しているもの」であるとされる。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95628
135.535629,34.657909,木村権右衛門邸跡の神木,きむらごんえもんていあとのしんぼく,木村権右衛門邸跡の神木（きむらごんえもんていあとのしんぼく）,生野区桃谷３丁目２１－１９,生野区,,,木村重成（大坂夏の陣で討死。享年23歳）の姉婿　猪飼野左馬助の子孫である木村権右衛門邸宅の跡地にある。現在は駐車場となっているが、樹齢約400年の椎の木の神木と立派な石灯籠、庭石が残されている。神木は重成のお手植えといわれている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95635
135.535803,34.658897,旧猪飼野村にある旧家・大東邸,きゅういかいのむらにあるきゅうか・おおひがしてい,旧猪飼野村にある旧家・大東邸（きゅういかいのむらにあるきゅうか・おおひがしてい）,生野区桃谷３丁目１９－２,生野区,,,旧家「大東邸」は、土蔵の外壁材は古い船板を使っており、300坪以上ある屋敷内には広大な庭園や古い石枠の井戸が現存し、母屋の中（昔の土間）にある井戸は現在も散水用などに使用しているという。昔の面影を残す旧家の大きいものがこれまでに多く解体され、旧猪飼野村（現在の鶴橋）では現存するものは珍しい。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95634
135.534607,34.660168,御幸森天神宮,みゆきもりてんじんぐう,御幸森天神宮（みゆきもりてんじんぐう）,生野区桃谷３丁目１０－５,生野区,,,仁徳天皇・少彦名命（すくなひこなのみこと）・押坂彦命（おさかひこのみこと）を主祭神としている。今から約1600年前の猪飼野は猪甘津（いかいのつ）と呼ばれ難波の入江の港であり、猪甘部（猪を飼育していた古代の官職。鷹甘部などと同じ）が住まれていました。また当時、川辺にあった灯明台1基が今も残されている。難波に都を定められた仁徳天皇は鷹狩の折り等に度々当地の森にご休憩され、その由縁により御幸の森と呼ばれるようになった旨が社頭に立てられた由来碑に刻まれている。境内にある5本のムクノキ（椋）の老樹は『まちの貴重な緑をみんなで守っていこう』との願いから、市の保存樹林に指定されている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95631
135.53575,34.654215,御勝山古墳,おかちやまこふん,御勝山古墳（おかちやまこふん）,生野区勝山北３丁目１６、勝山南３丁目３,生野区,,,もとは岡山と呼ばれ、元和元年(1615年)夏の陣の大坂落城のとき、徳川秀忠がここで戦勝の宴を催したことから御勝山の名で知られるようになった。古墳時代中期の5世紀前半に造られた南北112m、東西55m、高さ約8mの前方後円墳で現在は前方部が道路（勝山通）と御勝山南公園になっており、後円部を残すのみである。市内では、茶臼山古墳（天王寺区）と帝塚山古墳（住吉区）と並んで重要な史跡の一つとなっている。御勝山南公園内には、歌人で万葉学者であり文学博士でもあった折口信夫の歌碑も建てられている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95667
135.536849,34.654811,俊徳街道道標2基と西俊徳地蔵堂,しゅんとくかいどうどうひょうにきとにししゅんとくじぞうどう,俊徳街道道標2基と西俊徳地蔵堂（しゅんとくかいどうどうひょうにきとにししゅんとくじぞうどう）,生野区勝山北４丁目１０,生野区,,,生野区勝山北4丁目に西俊徳地蔵堂があり、等身大の座像石仏が祀られている。説明板には、俊徳丸が四天王寺へ参る際、清い流れの平野川のほとりで休憩したとある。この地蔵堂横には四天王寺南門からほぼ真東へ延びる俊徳街道の道標が二基ある。街道を東へ進むと東俊徳地蔵堂があり、尊像は堂内奥に安置されており、立派なお姿は拝めないが、彫刻様式から室町末期の作と思われ、地元の人々の手により手厚く祀られている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95668
135.552374,34.643668,中高野街道沿いの家並み ,なかこうやかいどうぞいのいえなみ,中高野街道沿いの家並み （なかこうやかいどうぞいのいえなみ）,生野区巽中４丁目、巽南３丁目,生野区,,,中高野街道は、京街道守口から分岐して大阪狭山市で西高野街道に合流する長大な街道である。途中、古くからの町々を通過しており、巽小学校から巽神社付近の沿道には、古い民家や念仏堂、碑がみられるなど、落ち着いた佇まいの家並みとなっている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95622
135.532797,34.66043,彌榮神社,やえじんじゃ,彌榮神社（やえじんじゃ）,生野区桃谷２丁目１６－２２,生野区,,,旧記には、神祖素戔嗚命（すさのおのみこと）を文禄年間に熊野巫神社（旧出雲国意宇郡）より分霊奉還したのがはじまりとある。その当時は、牛頭（ごず）天王社と呼ばれ、創立以来旧木野（この）村の鎮守として崇敬厚く宮座を設けて奉仕し、明治5年（1872年）村社に列せられ、社号もこの時に彌榮神社と改められた。明治43年（1910年）、氏子協議のうえ大字岡村（現在勝山北4丁目）の御館神社を合祀した。その御館神社は、生土神（うぶすながみ）でいばらの神と呼ばれ、仁徳天皇の的殿の旧跡で、現在は彌榮神社の御旅所となっている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95630
135.550754,34.634117,平野川の自然的景観,ひらのがわのしぜんてきけいかん,平野川の自然的景観（ひらのがわのしぜんてきけいかん）,生野区巽南５丁目１４、１８、１９番地先,生野区,,,かつての平野川（旧平野川）は、生野区「俊徳橋」の北辺りから東成区の「中本橋」辺りまでをきわめて曲折して流れていたため、しばしば氾濫の元になった。そこで流れを変えるため、大正12年（1923年）にいまの平野川（新平野川）のように直線に改修された。いまの平野川の延長は、大和川分派点～第2寝屋川合流地点まで、17.375m あり、平野川は、奈良朝より平安朝にかけて百済郡（くだらごおり）が置かれ、その中央を流れていたので古くは百済（くだら）川と呼ばれていた。平野川大橋から両国橋付近は、自然な川の流れやカルガモなどが見られる。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95625
135.545792,34.645495,式内 横野神社跡地(伝 横野堤跡) ,しきないよこのじんじゃあとち（でんよこのつつみあと）,式内 横野神社跡地(伝 横野堤跡) （しきないよこのじんじゃあとち（でんよこのつつみあと））,生野区巽西３丁目９,生野区,,,この社地は、もと河内国渋川郡大地村の神社で、古来より印地之宮または西之宮と呼ばれ、平安時代に編纂された神名帳にその名を記された延喜式の古社であった。御祭神は十一代垂仁天皇の皇子印色入日子の命で、社地は元々三百坪の境内であった。その起源は、日本書紀仁徳天皇十三年の條に「冬十月横野堤ヲ築ク」と云う記述があり、昔この付近を流れていた橘川（古平野川）の氾濫を防ぐため巨大な堤防を築かれたと云われ、その堤の安全と河水の緩流を願って造営されたのが当社の始まりといわれている。江戸時代前期、社殿の倒壊を受け、現在の巽神社の境内に御祭神を移したことがあった。享保年間には、国学者・並河誠所が当社地を調査し、由緒ある旧社である旨を報告した。これにより、享保16年公儀のお許しの下、村民によって再興された。以来、宮座を組み、神燈を守ってきたが、明治40年の神社合祀令により巽神社に合祀され廃社となった。正面の碑は大正8年宮座横野講の人々により建立されたものである。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95623
135.534393,34.65893,安泉寺,あんせんじ,安泉寺（あんせんじ）,生野区桃谷３丁目１６－２６,生野区,,,創建年代不詳。古来村の念仏道場であったものが、徳川時代初期の寛文7年(1667年)に真宗大谷派末寺となった猪飼村固有の寺。村の中央部、鶴の橋60m北東にある。安泉寺は、徳川時代、村内の戸籍を預かり、寺小屋を開設していた。明治5年(1872年)に猪飼野小学校となり、明治20年(1887年)に平野川対岸の木野村小学校(宗玄寺も開設)と合併して、鶴嘴尋常小学校が建設されるまで村内の子供たちの教育にあたって来ました。現在の本堂と庫裡と併せて大正14年(1925年)春、住職檀信徒協力して全面的に改築したもので、南面を西面本瓦葺に変え、太鼓楼を廃し、鐘桜門とし、井戸屋型手洗所を附属した、鐘桜門は木村権右衛門氏の寄贈による。平成6年(1994年)に至って、境内南西隅にあった猪飼野若中会館を、村内南50mの場所に移築し、老朽化した庫裡を廃し両跡地に安泉寺門戸会館と庫裡を新築し、本堂の全面補修を実施した。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95632
135.533958,34.65824,つるのはし跡公園,つるのはしあとこうえん,つるのはし跡公園（つるのはしあとこうえん）,生野区桃谷３丁目１７,生野区,,,昔、このあたりに鶴が多数飛来したことから橋の名となったようである。一説には、西暦 323年に百済川に架設された橋で猪甘津橋の古跡ともいわれ、『日本書紀』仁徳天皇14年11月の条に『猪甘津に橋を為（わた）す。即ち、そのところを号（なず）けて小橋という』と記され、文献にでている橋ではわが国最古のものといわれている。『つるのはし』は、旧桃谷街道・鶴橋街道が旧平野川を渡る地点に架けられ、古くは河内・大和への交通の要所。新平野川の開削により、昭和15年(1940年)に廃橋、石碑と当時の親柱4本を記念に保存し、平成10年(1998年)3月に『つるのはし跡公園』として開設された。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95633
135.537976,34.660592,コリアタウン,こりあたうん,コリアタウン（こりあたうん）,生野区桃谷３～５丁目,生野区,,,御幸通商店街はJR環状線の鶴橋駅と桃谷駅の間にある商店街で、韓国食料品店や飲食店、民族衣装の店が500m程の通りに約140店舗が軒を並べる。多くは在日コリアンの人々による経営で、街中はハングルにあふれ、全国で最も在日コリアンの人々が集中する地域とされる。近年では地元によりNGOが結成され、他地方から修学旅行などで訪れる中高生を相手にキムチ作り体験やハングル教室、街案内などを行っている。中央門、百済門はコリアタウンを象徴する意匠となっている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95636
135.4627179,34.6265845,新木津川大橋と木津川渡船場,しんきづがわおおはしときづがわとせんじょう,新木津川大橋と木津川渡船場（しんきづがわおおはしときづがわとせんじょう）,大正区船町1丁目1番、住之江区平林北1丁目1番,大正区,,,木津川渡船は大正区船町1丁目と住之江区平林北1丁目を結んでいる(岸壁間238m)。昭和30年からカーフェリーを運航し乗用車から大型トラックまで運搬し得る能力を持っていたが、上流部に千本松大橋が開通し、今は人と自転車のみを運ぶ渡船となっている。新木津川大橋は、木津川の河口に位置している大正区と住之江区とを結ぶ橋で、河川内の航路(幅150m､高さ46m)確保のため、橋の全長は2.4km に及んでいる。本橋は川を渡る主橋(長さ 495m 幅員 11.25m)と両岸のアプローチ橋で構成され、主橋の形式は経済性と施工性に加えて景観面も考慮して中路式バランスドアーチ型式を採用している。現在、この形式の橋としては日本最大級であり、大阪港を代表する橋の一つである。本橋は平成6年の土木学会田中賞を受賞している。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19456
135.5050609,34.5908025,大阪市立大学（杉本キャンパス）,おおさかしりつだいがく（すぎもときゃんぱす）,大阪市立大学（杉本キャンパス）（おおさかしりつだいがく（すぎもときゃんぱす））,住吉区杉本3丁目3番138号,住吉区,,,大阪市の南部、大和川を臨む地にある杉本キャンパスは緑豊かな清々しい環境が魅力の1つとなっている。杉本キャンパスのシンボル的存在である1号館（昭和9年（1934年）竣工）は国の登録有形文化財に登録されている。敷地中央にある「学術情報総合センター」は世界的に貴重な書物も含め約250万冊の蔵書を有し、教育・研究のための快適な環境を整えている。また、図書市民利用制度を設けており市民も利用できる。他にも八角形の大会議場・展示室等を連なる田中記念館、再生ガラスと透明ガラスを組み合わせた外壁と樹木が融合する高原記念館などがある。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19483
135.4944515,34.6107416,浅沢神社,あさざわじんじゃ,浅沢神社（あさざわじんじゃ）,住吉区上住吉2丁目11番21号,住吉区,,,住吉といえば「初辰まいり」が有名だが、初辰とは、毎月最初の辰の日のこと。この日に参拝すれば、より一層力を与えて守り助けてくれると信仰されている。商売発達のために遠方から訪れる人も多い。種貸社、楠?社、浅沢神社、大歳社の四社をそれぞれにお参りするのが慣わしとなっている。古くからこの付近は池沼も多く、かきつばたの名所として万葉集にも詠まれた。平成9年(1997年)には、往時を偲ばせる「かきつばた園」が復活した。また、現存する柳は、古木ながら枝振りが隆盛で見る者にとってエネルギーを与え続けているかのように、たくましさを感じる。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19477
135.5553095,34.6131814,式内楯原神社,しきないたてはらじんじゃ,式内楯原神社（しきないたてはらじんじゃ）,平野区喜連6丁目1番38号,平野区,,,式内楯原神社は平野区喜連の旧集落のほぼ中央に位置する式内社（しきないしゃ）である。本殿は大型の一間社流造（いっけんしゃりゅうつくり）で、正面向拝（ごはい）の足元には浜床（はまゆか）を据え、向拝上には千鳥破風（ちどりはふ）と唐破風（からはふ）を付ける。屋根は現在は銅板葺（どういたぶき）であるが、もとは檜皮葺（ひわだぶき）であった。庇（ひさし）部分の虹梁（こうりょう）型頭貫（かしらぬき）、木鼻（きばな）、海老虹梁（えびこうりょう）、蟇股（かえるまた）などの形態やこれらに施された彫刻は17世紀初頭の特徴をよく示しており、建立年代をこの時期と考えることができる。細部意匠は古式であり、彫刻類を多用しない身舎（もや）部分の簡素な構造は、市内に数少ない江戸時代初期の特徴をよく示すものとして貴重である。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,37754
135.5594193,34.6130893,八坂神社と椋の木,やさかじんじゃとむくのき,八坂神社と椋の木（やさかじんじゃとむくのき）,平野区喜連東2丁目1番14号,平野区,,,東喜連村の氏神で素盞鳴尊（すさのおのみこと）を祀り、八坂神社と称していたが、嘉永年間に忍坂大中姫命（おしさかのおおなかつひめ）(允恭（いんぎょう）天皇の皇后)を祀る媛天神（ひめてんじん）を合祀して東西神社となった。改称は、合祀により氏子が東西喜連村にまたがることになったので、東西の二字をとった。明治42年、天神・東西・春日の三社は現在の楯原神社に合祀されていたが、氏子の決議にもとづき再び八坂神社とした。昭和26年、東喜連氏子の要望により、東西社・春日社を元の東喜連に分離移転し、同時に地域の氏子も別れることとなった。境内には「椋の木」があり、根元の幹周りは約4m余りもある大木である。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,37756
135.4547523,34.6873159,本宮鴉宮,ほんぐうからすのみや,本宮鴉宮（ほんぐうからすのみや）,此花区伝法2丁目10番18号,此花区,,,鎌倉時代初期、順徳天皇の御代建保２年３月１７日（1214年）傅母(でんぽう)、現在の伝法町の開拓が始まり、建保３年４月２５日（1215年）村と港、全国の繁栄を祈願し旧社名傅母頭(もりす)神社を創建。文禄元年２月１９日（1592年）大閤豊臣秀吉が渡航の際、御神前に祈願すると神の使である３本足の八咫烏(やたがらす)が〔航海安全の守護を示さん〕との神告があり、出発に際し神主田中八太夫(はちだゆう)を水先奉行に抜擢したところ、お告げ通り八咫烏が出現し先導、御導きにより翌文禄２年１月１６日（1593年）無事に帰還した。このことに大閤は感激し、神社名を「鴉宮(からすのみや)」に改められたと伝えられている。本殿・拝殿・中門と透塀は、国の登録有形文化財に登録されている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,19459
135.526925,34.7074641,鵺塚,ぬえづか,鵺塚（ぬえづか）,都島区都島本通3丁目18番,都島区,,,平家物語によれば、平安末期、近衛天皇（このえてんのう）を夜ごと悩ませていた怪鳥を源頼政（みなもとのよりまさ）が射落としたところ、頭は猿、胴体は狸、尾は蛇、手足は虎の姿で鳴く声は鵺（とらつぐみ）に似ており、これを鵺（ぬえ）と言い、鵺を丸木舟にのせて淀川に流したところ、澤上江（かすがえ）の渚に漂着したが、祟りを恐れた村人たちが母恩寺（ぼおんじ）の住職に告げ、ねんごろに弔って土に埋め、これを「鵺塚」としたと伝えられる。現在の塚は明治3年（1870）年、大阪府が改修し、祠も昭和32年(1957年)に地元の人々によって改修されたものである。この「鵺」は大阪港の紋章のデザインとしても使用されている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,37734
135.518581,34.74971,緑風橋,りょくふうばし,緑風橋（りょくふうばし）,東淀川区下新庄4丁目～吹田市川岸町,東淀川区,,,東淀川区下新庄地区は、木造住宅の密集地であり、広域避難場所に指定された淀川右岸河川敷まで2km以上離れている、いわゆる避難困難地区になっていた。しかし、神崎川を挟んだ対岸には吹田市の広域避難場所である中の島公園があり、両地区を連絡する橋があれば、下新庄地区の住民が短時間に同公園に避難できる。一方、吹田市側の住民にとっても、阪急千里線下新庄駅利用の便が図れるようになる。このように、本橋は両市住民にとって大きなメリットがあり、国土庁の防災緑地網整備促進事業の補助も受けて、両市協力のかたちで実施された。本橋は、居住区域と広域避難場所や地区防災広場を結んでネットワーク化する、防災緑地整備の一環にもなっており、快適な環境形成にかかわる側面も考慮に入れて設計されている。周辺の開けたロケーションのなかに、デザイン化された照明柱や高欄が設けられ、夜間は阪急千里線の電車からライトアップされた橋の風景が楽しめる。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95484
135.531549,34.748564,上新庄の古い趣のある家並み,かみしんじょうのふるいおもむきのあるいえなみ,上新庄の古い趣のある家並み（かみしんじょうのふるいおもむきのあるいえなみ）,東淀川区上新庄2丁目13番15号、20番15号、11番24号、13番25号,東淀川区,,,上新庄2丁目の阪急上新庄駅に隣接する一帯には、信覚寺や春日神社の社寺とともに、蔵などの木造建造物が点在しており、古い趣のある家並みが見られる。信覚寺は文禄年間（1592～95）創建と考えられる。春日神社はかつて榊神社と尊称し、天正6年（1578）奈良春日神社の御分霊を勧請遷祀して春日神社と改称した。本殿は貞享2年（1685）建立で、境内には樹木が茂り、特に本社裏の楠は樹齢400年以上で、市の保存樹に指定されている。また、植原邸の長屋門や蔵、外構の巨大な灯篭、また井上邸の明治から大正時代に建築された門蔵など、歴史を感じさせる木造建築物が残っている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95479
135.548257,34.750629,せせらぎの遊歩道,せせらぎのゆうほどう,せせらぎの遊歩道（せせらぎのゆうほどう）,東淀川区大桐3丁目～5丁目,東淀川区,,,大桐3～5丁目にかけて、延長610ｍのせせらぎの遊歩道がある。木々が生い茂り、小川が流れている。この小川は、昔、農業用水路として使っていた。子どもたちの水遊びや虫取りをする楽しそうな声、お父さんと楽しそうに散歩する姿、買い物の途中にベンチで一休みをしている方など、この都会のオアシスとして親しまれている。北側360m区間は、岩や石を配して日本庭園風に、南側の250m区間は、タイルを敷きつめ、洋風式庭園にとそれぞれ趣向がこらされている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95489
135.525257,34.737165,行友家と楠,ゆきともけとくすのき,行友家と楠（ゆきともけとくすのき）,東淀川区菅原1丁目12番18号,東淀川区,,,菅原1丁目にある行友家は、弘化元年（1844年）に建築された古民家で、北側道路に面したところに、門、塀、石垣が配置されており、門の両脇にある2本の大きな楠と一体となって、歴史を感じさせる一角となっている。楠は遠くからでもよく見え、直近ではその大きさに圧倒されるほどで、そのうちの1本が保存樹に指定されている（高さ約22m、幹回り約4.4m）。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95486
135.507152,34.742265,須賀森公園とくす,すがのもりこうえんとくす,須賀森公園とくす（すがのもりこうえんとくす）,東淀川区西淡路4丁目17番,東淀川区,,,須賀森公園は須賀神社の跡地につくられた公園である。その由緒ある跡地を永久に保存するため、地元民の熱意で公園に姿をかえ、憩いの場となっている。ここには樹齢約600年の大楠があり、大阪府天然記念物に指定（昭和56年（1981年）6月1日）されている（樹高30m、直径1.6m）。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95494
135.51007,34.721006,長柄橋,ながらばし,長柄橋（ながらばし）, 東淀川区柴島1丁目～北区天神橋8丁目,東淀川区,,,古くから広くその名が知られる長柄橋ではあるが、橋の所在地については定かでない。長柄橋の名が復活するのは、明治42年（1909年）、新淀川の開削にともなって架けられた鉄製のポニートラス橋である。この橋は明治7年（1874年）に開通した東海道本線のトラスが転用されたものである。その後、昭和11年（1936年）に架け替えられた橋は、第二次大戦末期に爆撃を受けて橋桁が損傷し、橋の下に避難していた人々に多くの犠牲者がでた。現在の長柄橋は、昭和58年（1983年）に完成したもので、中央部の橋はニールセンローゼ桁というアーチ形の橋が採用されている。近代的なアーチに千年の時の流れを映している。夜間にはライトアップが実施されており、広大な淀川の風景とマッチしている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95480
135.548284,34.750289,逆巻の地蔵尊,さかまきのじぞうそん,逆巻の地蔵尊（さかまきのじぞうそん）,東淀川区大桐5丁目4番,東淀川区,,,「逆巻の地蔵尊」は、弘化3年（1846年）、豊里大橋付近の阪巻村（現在は淀川の川底になった場所）に建立された。この場所は水流が激しく、帆を逆に巻かなければ転覆することから「逆巻の難所」と名付け、恐れられていた。幾度も船が難破し、数多くの犠牲者が出たため、慰霊と船便の安全守護を祈願して、この地蔵が建てられた。明治31年（1898年）、淀川改修のころ、観仏寺の住職が緋の衣を着た僧を背負って観仏寺に着いたところ、僧が地蔵に変わっていたという夢を見て、きっと工事で動かされる地蔵がここにいたいと夢告されたのだろうと考え、観仏寺が引き取り安置した。このとき、地蔵の下から犠牲者の戒名を書いた石が、80近くも出てきたそうである。六角の台石に座る蓮台をいれて1.6mもある大きな地蔵で、太く垂れた眉、小さい顔は、満面に慈悲をたたえている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95490
135.550915,34.737081,豊里大橋,とよさとおおはし,豊里大橋（とよさとおおはし）,東淀川区豊里3丁目～旭区太子橋2丁目,東淀川区,,,本橋は、万国博覧会の関連事業として昭和45年（1970年）に完成した。橋長561mのうち、河川中央の低水敷部分に377mの斜張橋形式が採用された。水面から45mのA字形の塔と、そこから斜めに張って主桁を吊っているケーブルが外観上のシンボルにもなっている。本橋の完成に伴い、300年の歴史をもち、淀川最後の渡船場であった平田渡しが姿を消すことになった。名神高速道路への連絡のほか、大阪北部と東部の工業地帯、さらに南港地域を結ぶ交通の大動脈としての機能を果たすとともに、そのバランスのよい外観により都市景観の向上にも寄与している。昭和58年（1983年）から夜間のライトアップも行われており、ランドマークとしての役割は、より一層大きくなっている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95493
135.529114,34.738033,菅原天満宮,すがはらてんまんぐう,菅原天満宮（すがはらてんまんぐう）,東淀川区菅原2丁目3番27号,東淀川区,,,菅原道真公を祭神とし、寛永年間（1624～44年）、この地が開発されたときに勧請（かんじょう）された。代々の言い伝えでは延喜元年（901年）に菅原道真が大宰府へ左遷され淀川を船で下る途中、当地摂津の国、二重新家村（ふたえしんけむら）住民の出迎えを受けて上陸され住民が牛を引きまわし、道真公をおなぐさめした由緒ある土地であるとされる。境内は一段高く、小丘陵になっている。天保（1830～44年）の頃、時の代官築山蔵左門（ちくざんぞうざえもん）が「堤防崩壊禁止令」を出し、堤防の盛り土を命じた。その名残が現在も幼稚園児が毎年10月25日に天秤棒に清めの砂を盛り、担いで石段を登り境内に砂を運ぶ「砂持ち行事」が行われている。境内には、江戸時代の神燈や水鉢などがあり、樹齢約500年といわれる楠はひときわ目をひく。現在の社殿は、昭和43年に再建されたものである。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95488
